Tesisat;T1;T2;T3;RI;RC;;;;;;;;;
23105171;"135,011 ";"115,635 ";"150,991 ";"0,000 ";"0,000 ";;;;;;;;;
22962713;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23829306;"5063,175 ";"2644,478 ";"3709,041 ";"0,000 ";"0,000 ";;;;;;;;;
23211138;"1789,505 ";"1191,046 ";"1199,754 ";"0,000 ";"0,000 ";;;;;;;;;
23669798;"12806,614 ";"4111,540 ";"4886,218 ";"0,000 ";"0,000 ";;;;;;;;;
23227039;"20497,318 ";"13692,493 ";"8841,703 ";"0,000 ";"0,000 ";;;;;;;;;
23217533;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23860898;"5348,748 ";"2709,098 ";"2539,687 ";"0,000 ";"0,000 ";;;;;;;;;
23615288;"751,061 ";"435,167 ";"594,341 ";"0,000 ";"0,000 ";;;;;;;;;
23612930;"748,997 ";"245,410 ";"59,308 ";"0,000 ";"0,000 ";;;;;;;;;
23215364;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23214971;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
24382284;"1230,769 ";"924,103 ";"1597,196 ";"0,000 ";"0,000 ";;;;;;;;;
23219562;"964,219 ";"539,705 ";"384,538 ";"0,000 ";"0,000 ";;;;;;;;;
23620427;"811,432 ";"445,492 ";"437,338 ";"0,000 ";"0,000 ";;;;;;;;;
23205280;"7043,956 ";"4124,185 ";"7367,514 ";"0,000 ";"0,000 ";;;;;;;;;
23654144;"914,301 ";"481,160 ";"450,116 ";"0,000 ";"0,000 ";;;;;;;;;
23225700;"10008,292 ";"7090,399 ";"6679,716 ";"0,000 ";"0,000 ";;;;;;;;;
23198868;"1170,181 ";"760,138 ";"929,650 ";"0,000 ";"0,000 ";;;;;;;;;
700401678;"1912,048 ";"4795,547 ";"2331,470 ";"0,000 ";"0,000 ";;;;;;;;;
700474861;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23200131;"9057,339 ";"5273,158 ";"7518,052 ";"0,000 ";"0,000 ";;;;;;;;;
23233460;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23090959;"4505,890 ";"2378,326 ";"1226,982 ";"0,000 ";"0,000 ";;;;;;;;;
23260449;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700711003;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23233492;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23280116;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23654142;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23208792;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23616840;"1355,077 ";"803,468 ";"837,389 ";"0,000 ";"0,000 ";;;;;;;;;
23222600;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23225180;"694,858 ";"273,535 ";"419,343 ";"142,740 ";"135,810 ";;;;;;;;;
23600023;"35880,220 ";"10400,731 ";"1926,592 ";"0,000 ";"0,000 ";;;;;;;;;
700736601;"27,161 ";"33,832 ";"6,065 ";"0,000 ";"0,000 ";;;;;;;;;
24206155;"52,774 ";"44,639 ";"50,546 ";"21,096 ";"14,121 ";;;;;;;;;
23676087;"7134,737 ";"3817,851 ";"3915,874 ";"0,000 ";"0,000 ";;;;;;;;;
23716494;"2358,831 ";"1053,742 ";"1161,477 ";"0,000 ";"0,000 ";;;;;;;;;
23204227;"3904,249 ";"2539,627 ";"1943,071 ";"0,000 ";"0,000 ";;;;;;;;;
23607005;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23637398;"2010,068 ";"1722,178 ";"1830,809 ";"0,000 ";"0,000 ";;;;;;;;;
23604326;"4256,194 ";"3080,753 ";"2715,860 ";"0,000 ";"0,000 ";;;;;;;;;
23640595;"603,560 ";"617,145 ";"597,514 ";"0,000 ";"0,000 ";;;;;;;;;
24386375;"0,000 ";"0,001 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23852666;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23219832;"2800,209 ";"2348,254 ";"2262,295 ";"0,000 ";"0,000 ";;;;;;;;;
23201162;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23673683;"7569,860 ";"4599,318 ";"3619,573 ";"0,000 ";"0,000 ";;;;;;;;;
700162340;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23638095;"1577,967 ";"1913,349 ";"1511,465 ";"0,000 ";"0,000 ";;;;;;;;;
700359218;"412,840 ";"209,389 ";"300,142 ";"0,000 ";"0,000 ";;;;;;;;;
23204759;"435,386 ";"170,362 ";"260,674 ";"0,000 ";"0,000 ";;;;;;;;;
700469527;"1496,363 ";"1048,704 ";"983,009 ";"0,000 ";"0,000 ";;;;;;;;;
23097382;"1934,121 ";"945,528 ";"891,001 ";"0,000 ";"0,000 ";;;;;;;;;
23204944;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23291910;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23232125;"8291,741 ";"5564,622 ";"5624,066 ";"0,000 ";"0,000 ";;;;;;;;;
23191934;"1377,583 ";"744,492 ";"1065,937 ";"0,000 ";"0,000 ";;;;;;;;;
23097368;"4568,932 ";"4566,686 ";"3869,383 ";"0,000 ";"0,000 ";;;;;;;;;
23234507;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700708627;"18,490 ";"10,838 ";"22,023 ";"0,000 ";"0,000 ";;;;;;;;;
23603944;"2404,794 ";"1065,171 ";"830,423 ";"0,000 ";"0,000 ";;;;;;;;;
23229438;"11928,071 ";"6155,079 ";"4043,504 ";"0,000 ";"0,000 ";;;;;;;;;
23604188;"13034,782 ";"7576,035 ";"6018,563 ";"0,000 ";"0,000 ";;;;;;;;;
22001571;"1446,659 ";"758,053 ";"1125,770 ";"0,000 ";"0,000 ";;;;;;;;;
23211979;"854,957 ";"454,861 ";"273,939 ";"0,000 ";"0,000 ";;;;;;;;;
23618803;"6028,665 ";"4233,901 ";"3714,626 ";"0,000 ";"0,000 ";;;;;;;;;
23629432;"4693,987 ";"3875,840 ";"3120,413 ";"0,000 ";"0,000 ";;;;;;;;;
23209146;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23217512;"4281,901 ";"2688,112 ";"2021,758 ";"0,000 ";"0,000 ";;;;;;;;;
23217512;"4281,901 ";"2688,112 ";"2021,758 ";"0,000 ";"0,000 ";;;;;;;;;
23217512;"4281,901 ";"2688,112 ";"2021,758 ";"0,000 ";"0,000 ";;;;;;;;;
23217512;"4281,901 ";"2688,112 ";"2021,758 ";"0,000 ";"0,000 ";;;;;;;;;
23225153;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700284494;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23614212;"19403,670 ";"12026,347 ";"12346,433 ";"0,000 ";"0,000 ";;;;;;;;;
23604594;"2615,173 ";"1545,869 ";"1531,315 ";"0,000 ";"0,000 ";;;;;;;;;
23610351;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23222956;"2298,605 ";"1593,556 ";"1169,703 ";"0,000 ";"0,000 ";;;;;;;;;
23214621;"4384,193 ";"2877,956 ";"3732,920 ";"0,000 ";"0,000 ";;;;;;;;;
23213621;"6939,986 ";"4032,503 ";"4677,104 ";"0,000 ";"0,000 ";;;;;;;;;
23234861;"5669,427 ";"3820,294 ";"2800,168 ";"0,000 ";"0,000 ";;;;;;;;;
23215374;"9423,786 ";"6402,156 ";"7091,949 ";"0,000 ";"0,000 ";;;;;;;;;
23204863;"4277,861 ";"3352,815 ";"1445,173 ";"0,000 ";"0,000 ";;;;;;;;;
23229860;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23609504;"4328,532 ";"2447,752 ";"2265,391 ";"0,000 ";"0,000 ";;;;;;;;;
23228084;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23627442;"5481,672 ";"3589,143 ";"3492,461 ";"0,000 ";"0,000 ";;;;;;;;;
23645857;"7815,339 ";"5329,504 ";"6107,583 ";"0,000 ";"0,000 ";;;;;;;;;
22014921;"7216,688 ";"3859,025 ";"3559,972 ";"0,000 ";"0,000 ";;;;;;;;;
23695702;"15311,155 ";"6226,801 ";"11712,013 ";"0,000 ";"0,000 ";;;;;;;;;
23236982;"22005,717 ";"9435,195 ";"2521,489 ";"0,000 ";"0,000 ";;;;;;;;;
23225112;"4837,901 ";"3922,267 ";"4107,789 ";"0,000 ";"0,000 ";;;;;;;;;
23224511;"14002,131 ";"9495,325 ";"9280,838 ";"0,000 ";"0,000 ";;;;;;;;;
23220761;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23670808;"8133,731 ";"5621,320 ";"5565,836 ";"0,000 ";"0,000 ";;;;;;;;;
700498194;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23686099;"4873,640 ";"2739,781 ";"3272,680 ";"0,000 ";"0,000 ";;;;;;;;;
700489784;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700376544;"3004,868 ";"1981,061 ";"2498,086 ";"0,000 ";"0,000 ";;;;;;;;;
23603338;"638,519 ";"328,552 ";"458,515 ";"0,000 ";"0,000 ";;;;;;;;;
700478956;"3953,758 ";"507,548 ";"288,000 ";"0,000 ";"0,000 ";;;;;;;;;
23602176;"0,002 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23207952;"1557,596 ";"558,680 ";"569,997 ";"0,000 ";"0,000 ";;;;;;;;;
23219451;"2,118 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23641668;"681,311 ";"396,116 ";"369,899 ";"0,000 ";"0,000 ";;;;;;;;;
23220498;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23236575;"1072,068 ";"498,643 ";"693,930 ";"0,000 ";"0,000 ";;;;;;;;;
23235658;"4159,190 ";"4006,338 ";"3420,060 ";"0,000 ";"0,000 ";;;;;;;;;
23834176;"769,540 ";"656,724 ";"1105,511 ";"0,000 ";"0,000 ";;;;;;;;;
23643659;"1046,116 ";"629,830 ";"643,398 ";"0,000 ";"0,000 ";;;;;;;;;
23826131;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23850675;"896,851 ";"536,994 ";"535,118 ";"0,000 ";"0,000 ";;;;;;;;;
23208795;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700735721;"170,696 ";"74,192 ";"296,576 ";"0,000 ";"0,000 ";;;;;;;;;
23848207;"1747,295 ";"1239,248 ";"1193,906 ";"0,000 ";"0,000 ";;;;;;;;;
23606631;"6983,854 ";"4213,587 ";"5416,204 ";"0,000 ";"0,000 ";;;;;;;;;
23852213;"1945,946 ";"2283,841 ";"4924,362 ";"0,000 ";"0,000 ";;;;;;;;;
700725250;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23900935;"11855,745 ";"8607,306 ";"8870,607 ";"0,000 ";"0,000 ";;;;;;;;;
700622357;"781,288 ";"182,475 ";"232,141 ";"0,000 ";"0,000 ";;;;;;;;;
700414988;"2624,455 ";"1725,950 ";"1702,705 ";"0,000 ";"0,000 ";;;;;;;;;
23100681;"273,792 ";"123,030 ";"66,288 ";"0,000 ";"0,000 ";;;;;;;;;
23627648;"3112,539 ";"1901,096 ";"2016,484 ";"0,000 ";"0,000 ";;;;;;;;;
23830359;"1214,982 ";"205,307 ";"36,679 ";"0,000 ";"0,000 ";;;;;;;;;
700168626;"2649,059 ";"2029,271 ";"2588,981 ";"0,000 ";"0,000 ";;;;;;;;;
23221782;"7362,084 ";"3972,300 ";"3424,154 ";"0,000 ";"0,000 ";;;;;;;;;
700232797;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23204508;"3111,738 ";"1468,942 ";"1648,418 ";"0,000 ";"0,000 ";;;;;;;;;
23110155;"158,850 ";"74,447 ";"2,999 ";"172,795 ";"78,730 ";;;;;;;;;
23638825;"630,072 ";"417,389 ";"351,600 ";"0,000 ";"0,000 ";;;;;;;;;
23668678;"14957,876 ";"3445,240 ";"4126,194 ";"0,000 ";"0,000 ";;;;;;;;;
23622066;"3229,602 ";"1911,755 ";"2102,543 ";"0,000 ";"0,000 ";;;;;;;;;
700384976;"1052,491 ";"592,593 ";"728,812 ";"0,000 ";"0,000 ";;;;;;;;;
23228440;"232,883 ";"39,807 ";"24,215 ";"0,000 ";"0,000 ";;;;;;;;;
23198839;"4562,080 ";"2455,253 ";"2033,994 ";"0,000 ";"0,000 ";;;;;;;;;
23293858;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23222683;"566,986 ";"297,984 ";"233,053 ";"0,000 ";"0,000 ";;;;;;;;;
23602107;"1755,741 ";"796,786 ";"841,750 ";"0,000 ";"0,000 ";;;;;;;;;
23604400;"302,172 ";"33,054 ";"14,351 ";"0,000 ";"0,000 ";;;;;;;;;
700645429;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23609112;"2970,541 ";"2392,663 ";"3155,742 ";"0,000 ";"0,000 ";;;;;;;;;
23226349;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23621500;"22388,478 ";"15904,526 ";"15276,652 ";"0,000 ";"0,000 ";;;;;;;;;
23106115;"560,235 ";"315,086 ";"381,953 ";"0,000 ";"0,000 ";;;;;;;;;
23616888;"6401,001 ";"4182,112 ";"8833,545 ";"0,000 ";"0,000 ";;;;;;;;;
700417163;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23628507;"25314,515 ";"8570,024 ";"2852,680 ";"0,000 ";"0,000 ";;;;;;;;;
23695594;"242,304 ";"161,236 ";"93,877 ";"0,000 ";"0,000 ";;;;;;;;;
23817973;"15715,497 ";"10543,609 ";"8254,393 ";"0,000 ";"0,000 ";;;;;;;;;
23648689;"6446,463 ";"3360,638 ";"4308,998 ";"0,000 ";"0,000 ";;;;;;;;;
22014491;"5008,076 ";"3018,454 ";"3244,860 ";"0,000 ";"0,000 ";;;;;;;;;
700046909;"779,426 ";"475,826 ";"628,628 ";"0,000 ";"0,000 ";;;;;;;;;
23097114;"12148,189 ";"8177,006 ";"6053,720 ";"0,000 ";"0,000 ";;;;;;;;;
23290110;"13345,313 ";"5887,902 ";"7063,925 ";"0,000 ";"0,000 ";;;;;;;;;
23976003;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23190226;"4118,916 ";"2449,575 ";"2542,534 ";"0,000 ";"0,000 ";;;;;;;;;
23603333;"5511,959 ";"3466,774 ";"3018,422 ";"0,000 ";"0,000 ";;;;;;;;;
700512661;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23206340;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23848737;"2197,748 ";"1204,885 ";"1987,711 ";"0,000 ";"0,000 ";;;;;;;;;
23861460;"11918,041 ";"6419,574 ";"5088,170 ";"0,000 ";"0,000 ";;;;;;;;;
23841889;"66,937 ";"66,819 ";"66,324 ";"0,000 ";"0,000 ";;;;;;;;;
23612387;"4625,737 ";"3336,369 ";"3352,432 ";"0,000 ";"0,000 ";;;;;;;;;
700459585;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23203088;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700417173;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700309676;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23679533;"4775,577 ";"3796,177 ";"3953,910 ";"0,000 ";"0,000 ";;;;;;;;;
23229868;"10362,376 ";"4736,793 ";"7396,780 ";"0,000 ";"0,000 ";;;;;;;;;
23834405;"3084,587 ";"2264,064 ";"1862,253 ";"0,000 ";"0,000 ";;;;;;;;;
700147720;"1313,288 ";"806,436 ";"890,751 ";"0,000 ";"0,000 ";;;;;;;;;
23199034;"0,001 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23669173;"3979,658 ";"2493,817 ";"2475,240 ";"0,000 ";"0,000 ";;;;;;;;;
23826330;"292,352 ";"133,152 ";"88,518 ";"0,000 ";"0,000 ";;;;;;;;;
700645430;"1102,821 ";"952,845 ";"1209,507 ";"0,000 ";"0,000 ";;;;;;;;;
700334706;"3408,360 ";"2702,454 ";"2845,882 ";"0,000 ";"0,000 ";;;;;;;;;
23225583;"8582,201 ";"5596,760 ";"4954,649 ";"0,000 ";"0,000 ";;;;;;;;;
23841897;"5504,330 ";"3201,231 ";"2342,358 ";"0,000 ";"0,000 ";;;;;;;;;
23227811;"14060,248 ";"10776,417 ";"10192,202 ";"0,000 ";"0,000 ";;;;;;;;;
23237343;"14595,626 ";"6993,723 ";"5481,601 ";"0,000 ";"0,000 ";;;;;;;;;
23706009;"7621,198 ";"5572,974 ";"4956,614 ";"0,000 ";"0,000 ";;;;;;;;;
23622855;"12113,747 ";"7636,545 ";"7388,953 ";"0,000 ";"0,000 ";;;;;;;;;
23214339;"12411,043 ";"5933,325 ";"7286,660 ";"0,000 ";"0,000 ";;;;;;;;;
23216870;"1546,177 ";"874,847 ";"1007,752 ";"0,000 ";"0,000 ";;;;;;;;;
700712945;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23208895;"8883,836 ";"6211,684 ";"5077,133 ";"0,000 ";"0,000 ";;;;;;;;;
23206472;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23222886;"6006,761 ";"3209,949 ";"3673,695 ";"0,000 ";"0,000 ";;;;;;;;;
23613854;"3539,947 ";"2656,251 ";"2710,584 ";"0,000 ";"0,000 ";;;;;;;;;
700284192;"1882,388 ";"983,466 ";"1403,097 ";"0,000 ";"0,000 ";;;;;;;;;
23217151;"3451,823 ";"2120,997 ";"2578,402 ";"0,000 ";"0,000 ";;;;;;;;;
23851877;"4257,681 ";"1862,046 ";"2874,159 ";"0,000 ";"0,000 ";;;;;;;;;
23227560;"10540,890 ";"7087,636 ";"7632,702 ";"0,000 ";"0,000 ";;;;;;;;;
23236028;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23207445;"11,866 ";"5,398 ";"8,107 ";"0,000 ";"0,000 ";;;;;;;;;
23090974;"4626,067 ";"3220,886 ";"3213,848 ";"0,000 ";"0,000 ";;;;;;;;;
23848661;"5449,364 ";"1039,836 ";"617,692 ";"0,000 ";"0,000 ";;;;;;;;;
23205218;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23233466;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23671311;"3317,793 ";"1941,295 ";"2885,321 ";"0,000 ";"0,000 ";;;;;;;;;
23900907;"7959,116 ";"4918,914 ";"4773,033 ";"0,000 ";"0,000 ";;;;;;;;;
23203049;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700556690;"13,686 ";"4,792 ";"6,743 ";"0,000 ";"0,000 ";;;;;;;;;
23203902;"482,337 ";"349,922 ";"492,432 ";"0,000 ";"0,000 ";;;;;;;;;
22826262;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23191414;"8564,127 ";"3736,624 ";"4098,583 ";"0,000 ";"0,000 ";;;;;;;;;
700226561;"426,421 ";"255,813 ";"274,920 ";"0,000 ";"0,000 ";;;;;;;;;
23201036;"3700,530 ";"3512,648 ";"3449,293 ";"0,000 ";"0,000 ";;;;;;;;;
23601483;"16034,962 ";"6493,797 ";"2155,985 ";"0,000 ";"0,000 ";;;;;;;;;
22018328;"8845,031 ";"5382,797 ";"3872,240 ";"0,000 ";"0,000 ";;;;;;;;;
23221838;"4806,758 ";"3190,558 ";"2683,961 ";"0,000 ";"0,000 ";;;;;;;;;
700169732;"127,416 ";"12,144 ";"11,365 ";"0,000 ";"0,000 ";;;;;;;;;
23216859;"4973,931 ";"2789,558 ";"3324,030 ";"0,000 ";"0,000 ";;;;;;;;;
23642668;"763,616 ";"514,425 ";"588,039 ";"0,000 ";"0,000 ";;;;;;;;;
23097081;"11374,446 ";"7013,478 ";"8069,954 ";"0,000 ";"0,000 ";;;;;;;;;
700359988;"1575,596 ";"1381,992 ";"1441,296 ";"0,000 ";"0,000 ";;;;;;;;;
700478954;"2355,766 ";"1240,865 ";"1789,204 ";"0,000 ";"0,000 ";;;;;;;;;
23614043;"1953,796 ";"1119,136 ";"1304,748 ";"0,000 ";"0,000 ";;;;;;;;;
23656486;"3072,651 ";"2486,686 ";"2222,553 ";"0,000 ";"0,000 ";;;;;;;;;
700178830;"1731,447 ";"1109,181 ";"742,986 ";"0,000 ";"0,000 ";;;;;;;;;
23208150;"11808,606 ";"5749,941 ";"5025,750 ";"0,000 ";"0,000 ";;;;;;;;;
23217262;"9027,319 ";"6928,500 ";"8214,156 ";"0,000 ";"0,000 ";;;;;;;;;
700390068;"1928,668 ";"1805,068 ";"2452,191 ";"0,000 ";"0,000 ";;;;;;;;;
23634292;"25856,488 ";"13466,585 ";"15709,640 ";"0,000 ";"0,000 ";;;;;;;;;
23601397;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23841538;"4775,551 ";"3312,834 ";"3261,699 ";"0,000 ";"0,000 ";;;;;;;;;
23250161;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23685839;"13224,489 ";"6997,423 ";"6717,829 ";"0,000 ";"0,000 ";;;;;;;;;
23853033;"1589,697 ";"852,184 ";"699,584 ";"0,000 ";"0,000 ";;;;;;;;;
23234674;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23686399;"11176,082 ";"2954,989 ";"1764,274 ";"0,000 ";"0,000 ";;;;;;;;;
23205340;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23226763;"10185,334 ";"7448,559 ";"6900,250 ";"0,000 ";"0,000 ";;;;;;;;;
22019560;"7004,521 ";"4058,420 ";"4639,614 ";"0,000 ";"0,000 ";;;;;;;;;
23607306;"7334,398 ";"4162,410 ";"1309,209 ";"0,000 ";"0,000 ";;;;;;;;;
23619043;"8416,144 ";"6316,599 ";"5126,341 ";"0,000 ";"0,000 ";;;;;;;;;
23840059;"1,254 ";"0,186 ";"0,017 ";"0,000 ";"0,000 ";;;;;;;;;
23216182;"9540,393 ";"5006,188 ";"6096,237 ";"0,000 ";"0,000 ";;;;;;;;;
23982432;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23651240;"7140,350 ";"4530,674 ";"4315,331 ";"0,000 ";"0,000 ";;;;;;;;;
23664238;"7751,499 ";"4857,256 ";"3544,485 ";"0,000 ";"0,000 ";;;;;;;;;
23665572;"3423,995 ";"1783,339 ";"1131,385 ";"0,000 ";"0,000 ";;;;;;;;;
24221126;"19068,229 ";"8931,997 ";"13379,459 ";"0,000 ";"0,000 ";;;;;;;;;
700238644;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
22811575;"12614,428 ";"12104,080 ";"6120,571 ";"0,000 ";"0,000 ";;;;;;;;;
23716267;"6531,632 ";"3727,478 ";"2831,818 ";"0,000 ";"0,000 ";;;;;;;;;
23840050;"15141,788 ";"8772,279 ";"7567,454 ";"0,000 ";"0,000 ";;;;;;;;;
23601910;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23097127;"4993,095 ";"1768,203 ";"2234,237 ";"0,000 ";"0,000 ";;;;;;;;;
23625209;"10502,723 ";"6851,316 ";"6669,796 ";"0,000 ";"0,000 ";;;;;;;;;
23676285;"4179,154 ";"2346,858 ";"2129,653 ";"0,000 ";"0,000 ";;;;;;;;;
23213202;"2043,134 ";"1007,259 ";"1988,473 ";"0,000 ";"0,000 ";;;;;;;;;
23216519;"3948,285 ";"4010,939 ";"1181,521 ";"0,000 ";"0,000 ";;;;;;;;;
23216662;"9109,715 ";"5950,685 ";"3231,415 ";"0,000 ";"0,000 ";;;;;;;;;
23843541;"8909,906 ";"5721,023 ";"7186,153 ";"0,000 ";"0,000 ";;;;;;;;;
23204069;"464,234 ";"399,505 ";"427,196 ";"0,000 ";"0,000 ";;;;;;;;;
23662545;"3678,876 ";"2504,049 ";"2562,235 ";"0,000 ";"0,000 ";;;;;;;;;
23215495;"7211,177 ";"4400,537 ";"4724,869 ";"0,000 ";"0,000 ";;;;;;;;;
23901071;"3573,986 ";"2430,140 ";"2668,458 ";"0,000 ";"0,000 ";;;;;;;;;
23611711;"285,713 ";"245,072 ";"284,764 ";"0,000 ";"0,000 ";;;;;;;;;
22016809;"7098,907 ";"4903,331 ";"4161,142 ";"0,000 ";"0,000 ";;;;;;;;;
700147720;"1313,288 ";"806,436 ";"890,751 ";"0,000 ";"0,000 ";;;;;;;;;
23976548;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700685466;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23218786;"2395,138 ";"1419,738 ";"1628,218 ";"0,000 ";"0,000 ";;;;;;;;;
23226219;"599,158 ";"284,337 ";"386,825 ";"0,000 ";"0,000 ";;;;;;;;;
24380223;"4598,285 ";"1371,982 ";"1867,520 ";"0,066 ";"385,180 ";;;;;;;;;
23813531;"6462,198 ";"4183,826 ";"4637,601 ";"0,000 ";"0,000 ";;;;;;;;;
700443342;"430,195 ";"82,463 ";"65,665 ";"0,000 ";"0,000 ";;;;;;;;;
22961314;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23826101;"10014,148 ";"5598,298 ";"4881,388 ";"0,000 ";"0,000 ";;;;;;;;;
23207918;"384,498 ";"236,368 ";"203,796 ";"0,000 ";"0,000 ";;;;;;;;;
23852425;"4826,583 ";"2234,877 ";"2840,314 ";"0,000 ";"0,000 ";;;;;;;;;
23209160;"3544,898 ";"1801,284 ";"1558,033 ";"0,000 ";"0,000 ";;;;;;;;;
700133290;"265,942 ";"282,777 ";"428,554 ";"0,000 ";"0,000 ";;;;;;;;;
23610495;"4193,932 ";"2423,693 ";"2289,684 ";"0,000 ";"0,000 ";;;;;;;;;
23677718;"3783,891 ";"2048,047 ";"2280,670 ";"0,000 ";"0,000 ";;;;;;;;;
23636116;"9398,289 ";"5602,386 ";"5178,701 ";"0,000 ";"0,000 ";;;;;;;;;
23290403;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23845919;"6002,984 ";"3266,745 ";"3282,996 ";"0,000 ";"0,000 ";;;;;;;;;
