Tesisat;T1;T2;T3;RI;RC;;;;;;;;;
23981851;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23236780;"5423,574 ";"3123,798 ";"3397,500 ";"0,000 ";"0,000 ";;;;;;;;;
24387720;"3145,630 ";"1713,489 ";"2431,572 ";"0,000 ";"0,000 ";;;;;;;;;
700643794;"993,752 ";"435,726 ";"328,730 ";"0,000 ";"0,000 ";;;;;;;;;
23236823;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23292504;"5630,544 ";"3536,168 ";"3486,260 ";"0,000 ";"0,000 ";;;;;;;;;
23234654;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700349996;"2751,037 ";"2456,288 ";"3765,189 ";"0,000 ";"0,000 ";;;;;;;;;
23607949;"155,275 ";"72,703 ";"117,106 ";"0,000 ";"0,000 ";;;;;;;;;
23809636;"867,562 ";"634,664 ";"614,085 ";"0,000 ";"0,000 ";;;;;;;;;
23602096;"2398,682 ";"1171,397 ";"1695,744 ";"0,000 ";"0,000 ";;;;;;;;;
23715802;"7276,431 ";"4379,097 ";"4716,777 ";"0,000 ";"0,000 ";;;;;;;;;
23976145;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23611561;"5512,401 ";"2558,411 ";"1935,139 ";"0,000 ";"0,000 ";;;;;;;;;
700332909;"1871,512 ";"1489,841 ";"1311,044 ";"0,000 ";"0,000 ";;;;;;;;;
23288289;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23652428;"7585,964 ";"4507,837 ";"4414,649 ";"0,000 ";"0,000 ";;;;;;;;;
23293939;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700356322;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23619027;"46708,706 ";"14547,290 ";"6540,475 ";"0,000 ";"0,000 ";;;;;;;;;
23292160;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23676476;"7848,653 ";"5894,748 ";"5976,930 ";"0,000 ";"0,000 ";;;;;;;;;
23648804;"14295,406 ";"9257,357 ";"6358,033 ";"0,000 ";"0,000 ";;;;;;;;;
23203467;"1059,899 ";"353,222 ";"458,966 ";"0,000 ";"0,000 ";;;;;;;;;
700514420;"1347,295 ";"740,525 ";"821,346 ";"0,000 ";"0,000 ";;;;;;;;;
700285955;"6130,725 ";"3887,626 ";"3883,607 ";"0,000 ";"0,000 ";;;;;;;;;
23231626;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23617771;"8348,638 ";"4175,605 ";"3503,392 ";"0,000 ";"0,000 ";;;;;;;;;
23236428;"5775,685 ";"4010,303 ";"2269,880 ";"0,000 ";"0,000 ";;;;;;;;;
23627475;"2601,065 ";"1408,180 ";"1494,420 ";"0,000 ";"0,000 ";;;;;;;;;
23841328;"7956,134 ";"5003,788 ";"3674,210 ";"0,000 ";"0,000 ";;;;;;;;;
22016680;"2720,223 ";"2292,103 ";"1756,799 ";"0,000 ";"0,000 ";;;;;;;;;
23288923;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23839425;"1856,808 ";"872,464 ";"1115,455 ";"0,000 ";"0,000 ";;;;;;;;;
23214295;"2354,320 ";"1624,294 ";"1566,076 ";"0,000 ";"0,000 ";;;;;;;;;
22018310;"5577,934 ";"3830,789 ";"2460,425 ";"0,000 ";"0,000 ";;;;;;;;;
700058015;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23852477;"11514,552 ";"5492,441 ";"6960,529 ";"0,000 ";"0,000 ";;;;;;;;;
23005452;"2059,037 ";"1573,751 ";"138,208 ";"0,000 ";"0,000 ";;;;;;;;;
23836095;"0,204 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700410834;"8464,770 ";"3179,462 ";"1174,734 ";"0,000 ";"0,000 ";;;;;;;;;
700209503;"1693,984 ";"1067,608 ";"1315,675 ";"0,000 ";"0,000 ";;;;;;;;;
23852292;"4389,595 ";"2440,987 ";"1925,120 ";"0,000 ";"0,000 ";;;;;;;;;
23617979;"2087,172 ";"1101,737 ";"1324,151 ";"0,000 ";"0,000 ";;;;;;;;;
700660736;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23280198;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700300596;"563,392 ";"78,917 ";"29,403 ";"0,000 ";"0,000 ";;;;;;;;;
23226118;"9115,198 ";"6427,056 ";"7435,475 ";"0,000 ";"0,000 ";;;;;;;;;
23613944;"6642,786 ";"4803,161 ";"5125,507 ";"0,000 ";"0,000 ";;;;;;;;;
23211586;"1268,014 ";"1357,201 ";"1065,110 ";"0,000 ";"0,000 ";;;;;;;;;
23623927;"147,279 ";"49,238 ";"35,995 ";"0,000 ";"0,000 ";;;;;;;;;
23648084;"3536,955 ";"755,975 ";"557,961 ";"0,000 ";"0,000 ";;;;;;;;;
700735754;"179,944 ";"120,142 ";"97,384 ";"0,000 ";"0,000 ";;;;;;;;;
23655620;"6045,307 ";"3737,455 ";"3494,594 ";"0,000 ";"0,000 ";;;;;;;;;
700194871;"3370,394 ";"2883,087 ";"2081,793 ";"0,000 ";"0,000 ";;;;;;;;;
23851220;"12140,056 ";"5953,786 ";"7932,936 ";"0,000 ";"0,000 ";;;;;;;;;
23292121;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23234179;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23656083;"21404,679 ";"8625,068 ";"8545,935 ";"0,000 ";"0,000 ";;;;;;;;;
23212869;"223,299 ";"102,210 ";"158,094 ";"0,000 ";"0,000 ";;;;;;;;;
23603007;"4767,611 ";"5052,904 ";"6363,570 ";"0,000 ";"0,000 ";;;;;;;;;
700759580;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23097117;"10636,687 ";"5825,865 ";"5330,092 ";"0,000 ";"0,000 ";;;;;;;;;
23190279;"2312,040 ";"1506,966 ";"1314,073 ";"0,000 ";"0,000 ";;;;;;;;;
23230501;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23229485;"10384,246 ";"6565,314 ";"5354,839 ";"0,000 ";"0,000 ";;;;;;;;;
700758624;"1526,000 ";"625,000 ";"958,000 ";"116,000 ";"10,000 ";;;;;;;;;
23823822;"8437,724 ";"6154,965 ";"4390,876 ";"0,000 ";"0,000 ";;;;;;;;;
700337775;"4491,480 ";"2746,430 ";"4816,658 ";"0,000 ";"0,000 ";;;;;;;;;
23607217;"674,000 ";"7,000 ";"6,000 ";"0,000 ";"0,000 ";;;;;;;;;
23209868;"0,125 ";"0,001 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700632120;"146,257 ";"81,464 ";"95,763 ";"0,000 ";"0,000 ";;;;;;;;;
23696106;"1043,812 ";"600,101 ";"627,349 ";"0,000 ";"0,000 ";;;;;;;;;
23233252;"2585,062 ";"1480,257 ";"1385,603 ";"0,000 ";"0,000 ";;;;;;;;;
700318067;"161,715 ";"29,835 ";"14,219 ";"0,000 ";"0,000 ";;;;;;;;;
23837460;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23620406;"7839,514 ";"4901,620 ";"5336,982 ";"0,000 ";"0,000 ";;;;;;;;;
23608592;"147,391 ";"75,304 ";"90,140 ";"0,000 ";"0,000 ";;;;;;;;;
23600152;"552,159 ";"293,114 ";"405,008 ";"0,000 ";"0,000 ";;;;;;;;;
23201871;"8144,158 ";"5287,054 ";"5765,609 ";"0,000 ";"0,000 ";;;;;;;;;
23844631;"13375,833 ";"6246,008 ";"3647,011 ";"0,000 ";"0,000 ";;;;;;;;;
23662242;"5394,714 ";"3539,620 ";"4723,644 ";"0,000 ";"0,000 ";;;;;;;;;
23100561;"708,193 ";"463,367 ";"289,124 ";"0,000 ";"0,000 ";;;;;;;;;
22016514;"2769,153 ";"1384,549 ";"1382,292 ";"0,000 ";"0,000 ";;;;;;;;;
23840976;"8187,917 ";"4589,828 ";"4291,962 ";"0,000 ";"0,000 ";;;;;;;;;
23097373;"10786,054 ";"6605,359 ";"5188,577 ";"0,000 ";"0,000 ";;;;;;;;;
23221840;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23626744;"19816,606 ";"4169,550 ";"2540,208 ";"0,000 ";"0,000 ";;;;;;;;;
23851345;"5958,112 ";"3785,194 ";"4813,800 ";"0,000 ";"0,000 ";;;;;;;;;
23213738;"8805,774 ";"4919,832 ";"4789,372 ";"0,000 ";"0,000 ";;;;;;;;;
23235916;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23606715;"4637,878 ";"3077,235 ";"2933,131 ";"0,000 ";"0,000 ";;;;;;;;;
23234830;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23616903;"9074,094 ";"6286,455 ";"5570,532 ";"0,000 ";"0,000 ";;;;;;;;;
23233747;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23829447;"9706,939 ";"5025,924 ";"4492,364 ";"0,000 ";"0,000 ";;;;;;;;;
23852988;"161,449 ";"68,605 ";"92,963 ";"0,000 ";"0,000 ";;;;;;;;;
23627757;"5058,651 ";"2648,010 ";"2977,900 ";"0,000 ";"0,000 ";;;;;;;;;
23200989;"214,213 ";"110,084 ";"175,438 ";"0,000 ";"0,000 ";;;;;;;;;
23603673;"8297,487 ";"3916,231 ";"3619,026 ";"0,000 ";"0,000 ";;;;;;;;;
23623398;"7751,753 ";"3756,011 ";"2873,260 ";"0,000 ";"0,000 ";;;;;;;;;
23603899;"8117,494 ";"1224,281 ";"66,184 ";"0,000 ";"0,000 ";;;;;;;;;
700307510;"3462,546 ";"1966,246 ";"3196,767 ";"0,000 ";"0,000 ";;;;;;;;;
700772410;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23605035;"8958,410 ";"4164,874 ";"5970,828 ";"0,000 ";"0,000 ";;;;;;;;;
23288182;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23638098;"102,484 ";"53,945 ";"80,146 ";"0,000 ";"0,000 ";;;;;;;;;
23198604;"2684,418 ";"1581,295 ";"1266,060 ";"0,000 ";"0,000 ";;;;;;;;;
23656464;"550,680 ";"251,096 ";"400,872 ";"0,000 ";"0,000 ";;;;;;;;;
23655753;"10044,946 ";"5790,235 ";"6324,513 ";"0,000 ";"0,000 ";;;;;;;;;
23696488;"2313,746 ";"2610,344 ";"1795,318 ";"0,000 ";"0,000 ";;;;;;;;;
24386289;"3448,985 ";"1724,259 ";"1833,488 ";"0,000 ";"0,000 ";;;;;;;;;
24387733;"2475,917 ";"1725,917 ";"1781,571 ";"0,000 ";"0,000 ";;;;;;;;;
700443319;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23234314;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
22010072;"5146,373 ";"2550,765 ";"1895,411 ";"0,000 ";"0,000 ";;;;;;;;;
23901509;"4745,182 ";"2873,348 ";"3681,696 ";"0,000 ";"0,000 ";;;;;;;;;
23669183;"48,394 ";"16,082 ";"23,510 ";"0,000 ";"0,000 ";;;;;;;;;
23705960;"11483,542 ";"2129,834 ";"2214,560 ";"0,000 ";"0,000 ";;;;;;;;;
23209162;"3610,930 ";"1474,168 ";"3543,504 ";"0,000 ";"0,000 ";;;;;;;;;
23831631;"7072,648 ";"5147,604 ";"3569,066 ";"0,000 ";"0,000 ";;;;;;;;;
23215951;"29275,657 ";"9176,726 ";"11011,056 ";"0,000 ";"0,000 ";;;;;;;;;
23664131;"6,000 ";"2,000 ";"2,000 ";"0,000 ";"0,000 ";;;;;;;;;
23834187;"33655,121 ";"15918,046 ";"23393,333 ";"0,000 ";"0,000 ";;;;;;;;;
23097180;"4110,959 ";"3022,417 ";"2888,731 ";"0,000 ";"0,000 ";;;;;;;;;
24386154;"2756,825 ";"1349,953 ";"2091,248 ";"0,000 ";"0,000 ";;;;;;;;;
23220973;"461,134 ";"307,929 ";"346,489 ";"0,000 ";"0,000 ";;;;;;;;;
23287966;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23642669;"741,726 ";"451,617 ";"288,181 ";"0,000 ";"0,000 ";;;;;;;;;
23852289;"1842,427 ";"870,928 ";"796,741 ";"0,000 ";"0,000 ";;;;;;;;;
23228908;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23652705;"5437,309 ";"4850,377 ";"3871,220 ";"0,000 ";"0,000 ";;;;;;;;;
23227822;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23209153;"2216,030 ";"1517,492 ";"1440,808 ";"0,000 ";"0,000 ";;;;;;;;;
23614487;"4768,478 ";"2497,523 ";"2385,455 ";"0,000 ";"0,000 ";;;;;;;;;
23673656;"3979,316 ";"1951,024 ";"1471,142 ";"0,000 ";"0,000 ";;;;;;;;;
23849994;"1006,219 ";"950,483 ";"445,690 ";"0,000 ";"0,000 ";;;;;;;;;
23204826;"7215,806 ";"3605,398 ";"4966,325 ";"0,000 ";"0,000 ";;;;;;;;;
23901630;"8829,379 ";"5630,359 ";"5483,513 ";"0,000 ";"0,000 ";;;;;;;;;
23665540;"24366,051 ";"5180,191 ";"1755,786 ";"0,000 ";"0,000 ";;;;;;;;;
23216572;"5631,220 ";"3592,748 ";"4754,428 ";"0,000 ";"0,000 ";;;;;;;;;
23280343;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23841542;"7865,090 ";"4896,495 ";"8298,410 ";"0,000 ";"0,000 ";;;;;;;;;
23622518;"8870,248 ";"5565,434 ";"7789,496 ";"0,000 ";"0,000 ";;;;;;;;;
23844195;"6878,535 ";"2894,432 ";"2646,845 ";"0,000 ";"0,000 ";;;;;;;;;
23104061;"1708,161 ";"966,128 ";"1546,626 ";"0,000 ";"0,000 ";;;;;;;;;
23600321;"1910,349 ";"1451,858 ";"1539,393 ";"0,000 ";"0,000 ";;;;;;;;;
23293333;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700520440;"0,002 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23612046;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700354933;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23634746;"2552,237 ";"1846,404 ";"1482,642 ";"0,000 ";"0,000 ";;;;;;;;;
23618293;"7439,513 ";"4309,462 ";"5886,405 ";"0,000 ";"0,000 ";;;;;;;;;
23232166;"2242,555 ";"1499,000 ";"1627,315 ";"0,000 ";"0,000 ";;;;;;;;;
700352764;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23671310;"3669,046 ";"1923,295 ";"2184,309 ";"0,000 ";"0,000 ";;;;;;;;;
10009753;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23609350;"7425,601 ";"4881,659 ";"3818,529 ";"0,000 ";"0,000 ";;;;;;;;;
700508530;"2610,801 ";"1610,785 ";"1653,253 ";"0,000 ";"0,000 ";;;;;;;;;
23216004;"9641,499 ";"5217,303 ";"4506,907 ";"0,000 ";"0,000 ";;;;;;;;;
23900527;"3,125 ";"2,977 ";"1,623 ";"0,000 ";"0,000 ";;;;;;;;;
23216707;"751,590 ";"343,870 ";"482,844 ";"0,000 ";"0,000 ";;;;;;;;;
23217605;"2735,327 ";"1742,963 ";"1822,358 ";"0,000 ";"0,000 ";;;;;;;;;
23204585;"4262,994 ";"853,612 ";"413,804 ";"0,000 ";"0,000 ";;;;;;;;;
23611012;"6510,630 ";"4422,325 ";"3442,614 ";"0,000 ";"0,000 ";;;;;;;;;
700181985;"425,853 ";"133,845 ";"116,874 ";"0,000 ";"0,000 ";;;;;;;;;
23228899;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23605815;"663,046 ";"448,929 ";"480,237 ";"0,000 ";"0,000 ";;;;;;;;;
23220939;"1510,871 ";"991,320 ";"644,102 ";"0,000 ";"0,000 ";;;;;;;;;
23228206;"3046,358 ";"1554,657 ";"2129,579 ";"0,000 ";"0,000 ";;;;;;;;;
23207150;"19,892 ";"16,057 ";"19,306 ";"0,000 ";"0,000 ";;;;;;;;;
23611506;"3047,740 ";"1725,705 ";"1908,199 ";"0,000 ";"0,000 ";;;;;;;;;
23827107;"376,869 ";"201,271 ";"231,734 ";"0,000 ";"0,000 ";;;;;;;;;
22020424;"7549,950 ";"4344,019 ";"3971,916 ";"0,000 ";"0,000 ";;;;;;;;;
23842607;"13957,455 ";"8846,536 ";"6384,650 ";"0,000 ";"0,000 ";;;;;;;;;
700736684;"264,938 ";"146,271 ";"155,497 ";"0,000 ";"0,000 ";;;;;;;;;
23202719;"5579,350 ";"3410,446 ";"4083,428 ";"0,000 ";"0,000 ";;;;;;;;;
23204492;"4342,594 ";"2407,309 ";"1976,473 ";"0,000 ";"0,000 ";;;;;;;;;
700314079;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700529516;"591,555 ";"278,693 ";"402,792 ";"0,000 ";"0,000 ";;;;;;;;;
700583253;"564,456 ";"517,298 ";"431,746 ";"0,000 ";"0,000 ";;;;;;;;;
700063154;"6505,428 ";"3600,275 ";"4849,615 ";"0,000 ";"0,000 ";;;;;;;;;
23819290;"17445,107 ";"7593,960 ";"5873,618 ";"0,000 ";"0,000 ";;;;;;;;;
23601397;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
24389654;"1872,026 ";"1356,896 ";"1475,612 ";"0,000 ";"0,000 ";;;;;;;;;
23215748;"759,069 ";"626,329 ";"291,978 ";"0,000 ";"0,000 ";;;;;;;;;
23228354;"8127,519 ";"6653,411 ";"8886,971 ";"0,000 ";"0,000 ";;;;;;;;;
23206640;"727,756 ";"357,587 ";"583,488 ";"0,000 ";"0,000 ";;;;;;;;;
700286934;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23630957;"1090,330 ";"783,488 ";"937,315 ";"0,000 ";"0,000 ";;;;;;;;;
700334708;"3792,949 ";"2647,756 ";"2289,335 ";"0,000 ";"0,000 ";;;;;;;;;
700223961;"263,999 ";"163,057 ";"181,682 ";"0,000 ";"0,000 ";;;;;;;;;
23609749;"12509,809 ";"7164,848 ";"7714,963 ";"0,000 ";"0,000 ";;;;;;;;;
23616502;"6229,344 ";"3435,176 ";"3648,316 ";"0,000 ";"0,000 ";;;;;;;;;
23636169;"734,419 ";"345,052 ";"468,291 ";"0,000 ";"0,000 ";;;;;;;;;
23216914;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700114202;"825,600 ";"558,020 ";"614,556 ";"0,000 ";"0,000 ";;;;;;;;;
700616909;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23237055;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23814454;"5524,947 ";"3709,086 ";"3212,110 ";"0,000 ";"0,000 ";;;;;;;;;
23981846;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23215926;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23260247;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23227680;"1235,422 ";"747,282 ";"917,623 ";"0,000 ";"0,000 ";;;;;;;;;
23656847;"46614,358 ";"24121,902 ";"20245,488 ";"0,000 ";"0,000 ";;;;;;;;;
23260347;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23668378;"10793,534 ";"5182,832 ";"7677,326 ";"0,000 ";"0,000 ";;;;;;;;;
23820049;"82,807 ";"73,554 ";"62,728 ";"0,000 ";"0,000 ";;;;;;;;;
23610603;"15,026 ";"10,025 ";"12,779 ";"0,000 ";"0,000 ";;;;;;;;;
23666458;"29415,267 ";"5365,967 ";"4281,026 ";"0,000 ";"0,000 ";;;;;;;;;
23220266;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700296281;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700684462;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
24386146;"3529,631 ";"1888,108 ";"1903,909 ";"0,000 ";"0,000 ";;;;;;;;;
23238370;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700310968;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23208646;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23982517;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23293753;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23202209;"47,286 ";"53,283 ";"57,019 ";"0,000 ";"0,000 ";;;;;;;;;
23613173;"2950,613 ";"1254,872 ";"2483,840 ";"0,000 ";"0,000 ";;;;;;;;;
23848885;"1115,827 ";"549,249 ";"738,790 ";"0,000 ";"0,000 ";;;;;;;;;
700570499;"1086,828 ";"95,852 ";"72,768 ";"0,000 ";"0,000 ";;;;;;;;;
23615534;"4205,788 ";"2381,817 ";"2749,349 ";"0,000 ";"0,000 ";;;;;;;;;
23644510;"336,173 ";"30,465 ";"20,334 ";"0,000 ";"0,000 ";;;;;;;;;
23097156;"9,455 ";"4,432 ";"5,450 ";"0,000 ";"0,000 ";;;;;;;;;
700564346;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23092685;"7844,279 ";"3957,289 ";"5131,904 ";"0,000 ";"0,000 ";;;;;;;;;
23644605;"12011,454 ";"8414,466 ";"8829,005 ";"0,000 ";"0,000 ";;;;;;;;;
23663899;"3008,685 ";"1576,907 ";"1977,602 ";"0,000 ";"0,000 ";;;;;;;;;
23666495;"4903,149 ";"3558,758 ";"3678,888 ";"0,000 ";"0,000 ";;;;;;;;;
23097201;"17063,231 ";"7842,820 ";"8384,794 ";"0,000 ";"0,000 ";;;;;;;;;
23601006;"1,092 ";"2,592 ";"2,146 ";"0,000 ";"0,000 ";;;;;;;;;
23097208;"3102,606 ";"2632,770 ";"2262,304 ";"0,000 ";"0,000 ";;;;;;;;;
23852489;"5452,261 ";"2551,719 ";"1843,447 ";"0,000 ";"0,000 ";;;;;;;;;
22813550;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23209582;"1802,825 ";"1651,150 ";"1268,221 ";"0,000 ";"0,000 ";;;;;;;;;
23621721;"779,801 ";"322,674 ";"107,452 ";"0,000 ";"0,000 ";;;;;;;;;
22005538;"10659,042 ";"7405,442 ";"5615,469 ";"0,000 ";"0,000 ";;;;;;;;;
23817750;"90,206 ";"160,453 ";"95,951 ";"0,000 ";"0,000 ";;;;;;;;;
23208186;"6416,008 ";"5011,740 ";"5297,617 ";"0,000 ";"0,000 ";;;;;;;;;
23686191;"4756,029 ";"2409,953 ";"2860,131 ";"0,000 ";"0,000 ";;;;;;;;;
23901316;"1797,333 ";"816,290 ";"1365,223 ";"0,000 ";"0,000 ";;;;;;;;;
23650014;"8799,749 ";"5297,885 ";"6502,277 ";"0,000 ";"0,000 ";;;;;;;;;
23229290;"15339,413 ";"9550,529 ";"8117,450 ";"0,000 ";"0,000 ";;;;;;;;;
22012885;"6875,808 ";"3696,409 ";"2678,695 ";"0,000 ";"0,000 ";;;;;;;;;
23662350;"7964,980 ";"3644,719 ";"5743,528 ";"0,000 ";"0,000 ";;;;;;;;;
23654713;"10236,822 ";"6309,294 ";"5656,640 ";"0,000 ";"0,000 ";;;;;;;;;
23225836;"13379,759 ";"8833,925 ";"8437,783 ";"0,000 ";"0,000 ";;;;;;;;;
23606778;"3098,938 ";"1696,926 ";"2489,027 ";"0,000 ";"0,000 ";;;;;;;;;
23097334;"36,382 ";"23,333 ";"11,492 ";"0,000 ";"0,000 ";;;;;;;;;
23840219;"21282,973 ";"8654,656 ";"7284,353 ";"0,000 ";"0,000 ";;;;;;;;;
23840542;"2790,509 ";"1705,581 ";"2305,868 ";"0,000 ";"0,000 ";;;;;;;;;
23619048;"3589,444 ";"2079,343 ";"2295,002 ";"0,000 ";"0,000 ";;;;;;;;;
23209136;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700755802;"819,446 ";"554,845 ";"810,535 ";"0,000 ";"0,000 ";;;;;;;;;
23208050;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23845311;"6566,789 ";"4581,523 ";"3637,024 ";"0,000 ";"0,000 ";;;;;;;;;
23198583;"14,662 ";"6,775 ";"10,565 ";"0,000 ";"0,000 ";;;;;;;;;
23201263;"465,540 ";"213,263 ";"321,227 ";"0,000 ";"0,000 ";;;;;;;;;
23715548;"3742,380 ";"1076,584 ";"858,656 ";"0,000 ";"0,000 ";;;;;;;;;
23635853;"5374,357 ";"3265,810 ";"3524,219 ";"0,000 ";"0,000 ";;;;;;;;;
700871943;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23606982;"702,100 ";"428,203 ";"539,680 ";"0,000 ";"0,000 ";;;;;;;;;
23851399;"6293,155 ";"3043,702 ";"4555,581 ";"0,000 ";"0,000 ";;;;;;;;;
23608633;"7482,884 ";"4644,103 ";"4848,606 ";"0,000 ";"0,000 ";;;;;;;;;
700808024;"58,089 ";"1,441 ";"2,315 ";"0,000 ";"0,000 ";;;;;;;;;
23609602;"14112,366 ";"7770,301 ";"10123,006 ";"0,000 ";"0,000 ";;;;;;;;;
24386159;"833,853 ";"549,765 ";"220,024 ";"0,000 ";"0,000 ";;;;;;;;;
23696273;"1555,874 ";"705,280 ";"1122,709 ";"0,000 ";"0,000 ";;;;;;;;;
23192262;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
23844337;"5522,404 ";"3706,523 ";"3096,077 ";"0,000 ";"0,000 ";;;;;;;;;
23901247;"2626,669 ";"1160,026 ";"1739,463 ";"0,000 ";"0,000 ";;;;;;;;;
23675922;"6157,535 ";"4258,581 ";"4180,946 ";"0,000 ";"0,000 ";;;;;;;;;
23696117;"4287,640 ";"4298,231 ";"2328,791 ";"0,000 ";"0,000 ";;;;;;;;;
23293377;"0,000 ";"0,000 ";"0,000 ";"0,000 ";"0,000 ";;;;;;;;;
700273361;"5784,678 ";"3506,419 ";"3367,002 ";"0,000 ";"0,000 ";;;;;;;;;
23229710;"12301,997 ";"8591,251 ";"7248,217 ";"0,000 ";"0,000 ";;;;;;;;;
23816834;"12699,883 ";"7324,632 ";"3989,227 ";"0,000 ";"0,000 ";;;;;;;;;
23671306;"6144,869 ";"3160,124 ";"3006,531 ";"0,000 ";"0,000 ";;;;;;;;;
23657220;"12098,959 ";"7368,928 ";"9217,920 ";"0,000 ";"0,000 ";;;;;;;;;
